device_id,date,time,temperature,RH,PM2.5,lat,lon
74DA38F20BD0,2024-01-23,00:00:00,-4.0,0.0,9.0,22.688,120.408
74DA38F20C32,2024-01-23,00:00:01,13.12,98.0,9.0,22.876,120.196
74DA38F7C3B2,2024-01-23,00:00:01,17.12,63.0,0.0,24.929,121.378
74DA38F20DE0,2024-01-23,00:00:02,15.37,94.0,14.0,22.589,120.328
74DA38F21024,2024-01-23,00:00:02,10.12,75.0,4.0,24.93,121.036
74DA38F7C64C,2024-01-23,00:00:02,9.87,100.0,0.0,24.97,121.392
74DA38F20F0A,2024-01-23,00:00:03,15.12,100.0,20.0,22.995,120.635
74DA38F20D70,2024-01-23,00:00:04,13.25,88.0,0.0,23.05,121.164
74DA38F20B0C,2024-01-23,00:00:05,12.5,100.0,1.0,23.276,120.721
74DA38F20F58,2024-01-23,00:00:05,21.62,56.0,6.0,22.722,120.443
74DA38F20B1A,2024-01-23,00:00:12,11.75,100.0,10.0,22.617,120.358
74DA38F20CD6,2024-01-23,00:00:13,13.5,100.0,23.0,22.671,120.485
74DA38F20C06,2024-01-23,00:00:15,13.25,62.0,4.0,24.874,121.02
74DA38F20DFE,2024-01-23,00:00:15,12.25,100.0,17.0,22.762,120.263
74DA38F7C5A0,2024-01-23,00:00:15,10.12,86.0,2.0,25.107,121.518
74DA38F20B20,2024-01-23,00:00:16,11.87,100.0,0.0,22.626,120.304
74DA38F20BF6,2024-01-23,00:00:17,23.0,64.0,0.0,22.582,120.368
74DA38F20F26,2024-01-23,00:00:19,12.12,100.0,3.0,22.567,120.365
74DA38F20B7A,2024-01-23,00:00:21,10.75,100.0,24.0,22.759,120.264
74DA38F20DEC,2024-01-23,00:00:24,11.62,100.0,12.0,22.733,120.327
74DA38F20D58,2024-01-23,00:00:27,10.0,93.0,4.0,24.836,121.013
74DA38F7C384,2024-01-23,00:00:27,8.5,100.0,0.0,24.974,121.544
74DA38F21094,2024-01-23,00:00:28,10.87,80.0,2.0,25.075,121.519
74DA38F7C4EE,2024-01-23,00:00:29,9.75,100.0,3.0,24.997,121.472
74DA38F209B2,2024-01-23,00:00:33,16.87,100.0,27.0,22.363,120.599
74DA38F20BC6,2024-01-23,00:00:33,9.12,100.0,26.0,22.781,120.303
74DA38F20E6E,2024-01-23,00:00:33,7.12,83.0,0.0,24.41,120.902
74DA38F20F1E,2024-01-23,00:00:33,11.5,100.0,15.0,22.652,120.278
74DA38F7C47E,2024-01-23,00:00:35,10.25,89.0,5.0,25.053901,121.428113
74DA38F20E00,2024-01-23,00:00:36,10.37,100.0,38.0,22.885,120.325
74DA38F20F2C,2024-01-23,00:00:36,11.75,100.0,11.0,22.623,120.282
74DA38F7C5E6,2024-01-23,00:00:36,12.62,100.0,7.0,25.107,121.843
74DA38ED05E2,2024-01-23,00:00:38,15.75,100.0,0.0,23.324,121.317
74DA38F20D2E,2024-01-23,00:00:41,10.12,100.0,5.0,25.06,121.545
74DA38F7C592,2024-01-23,00:00:41,-4.0,0.0,0.0,25.224,121.637
74DA38F20D1E,2024-01-23,00:00:42,10.12,100.0,1.0,25.048,121.573
74DA38F7C60C,2024-01-23,00:00:45,9.12,87.0,1.0,25.056,121.562
74DA38F7C358,2024-01-23,00:00:48,11.12,95.0,2.0,25.038,121.519
74DA38F20D28,2024-01-23,00:00:50,11.0,93.0,2.0,25.035,121.572
74DA38ED05B6,2024-01-23,00:00:51,13.75,100.0,0.0,23.43,121.348
74DA38F20BE4,2024-01-23,00:00:52,7.5,100.0,4.0,24.791,120.957
74DA38F20D6C,2024-01-23,00:00:54,15.37,73.0,0.0,22.661,120.301
74DA38F7C3A4,2024-01-23,00:00:59,8.0,100.0,7.0,25.174,121.437
74DA38F20B1C,2024-01-23,00:01:00,-4.0,0.0,5.0,22.888,120.185
74DA38F2107E,2024-01-23,00:01:00,10.5,100.0,2.0,22.723,120.355
74DA38F20ED4,2024-01-23,00:01:01,22.25,55.0,0.0,22.655,120.298
74DA38F7C480,2024-01-23,00:01:01,7.12,100.0,0.0,25.061,121.432
74DA38F7C5D0,2024-01-23,00:01:04,8.62,100.0,0.0,25.102,121.777
74DA38F20E2C,2024-01-23,00:01:05,11.5,100.0,8.0,22.723,120.315
74DA38F209A8,2024-01-23,00:01:06,-4.0,0.0,1.0,22.401,120.577
74DA38ED0640,2024-01-23,00:01:08,11.25,100.0,1.0,23.154,121.266
74DA38F20956,2024-01-23,00:01:12,5.75,100.0,3.0,24.389,120.695
74DA38F210B6,2024-01-23,00:01:12,21.62,79.0,2.0,23.009,120.514
74DA38F7C3D6,2024-01-23,00:01:13,9.87,100.0,2.0,25.045,121.541
74DA38F20FE8,2024-01-23,00:01:15,10.37,100.0,0.0,22.79,120.337
74DA38F2115E,2024-01-23,00:01:15,10.12,83.0,3.0,25.108,121.523
74DA38F20F68,2024-01-23,00:01:17,14.37,84.0,3.0,22.573,120.36
74DA38F20BB6,2024-01-23,00:01:20,14.12,77.0,10.0,22.6,120.324
74DA38F20BF4,2024-01-23,00:01:20,14.5,100.0,12.0,22.566,120.356
74DA38F20D3A,2024-01-23,00:01:23,5.5,100.0,0.0,24.604,121.0
74DA38F20B00,2024-01-23,00:01:29,13.5,100.0,15.0,22.627,120.348
74DA38F20BC0,2024-01-23,00:01:32,10.62,100.0,0.0,22.802,120.247
74DA38F7C53E,2024-01-23,00:01:33,8.25,100.0,1.0,25.066,121.901
74DA38F7C600,2024-01-23,00:01:35,22.87,44.0,0.0,25.07,121.586
74DA38F21136,2024-01-23,00:01:36,9.5,100.0,1.0,25.119,121.505
74DA38F7C5EE,2024-01-23,00:01:38,10.0,83.0,3.0,25.083,121.436
74DA38F20CFC,2024-01-23,00:01:41,16.75,100.0,0.0,22.337,120.368
74DA38F7C370,2024-01-23,00:01:41,10.62,90.0,2.0,25.036,121.534
74DA38F209CA,2024-01-23,00:01:42,20.5,55.0,3.0,22.656928,120.310983
74DA38F20B22,2024-01-23,00:01:43,10.5,100.0,0.0,22.812,120.228
74DA38F20E1A,2024-01-23,00:01:46,14.5,100.0,7.0,23.178,120.781
74DA38F20A34,2024-01-23,00:01:49,11.87,100.0,0.0,22.906,120.222
74DA38F20B42,2024-01-23,00:01:51,8.62,100.0,0.0,25.154,121.731
74DA38F20D4C,2024-01-23,00:01:53,14.5,100.0,0.0,22.971,121.303
74DA38F7C536,2024-01-23,00:01:53,-4.0,0.0,0.0,25.077,121.48
74DA38F210F6,2024-01-23,00:01:56,17.25,100.0,0.0,22.757426,121.158891
74DA38F7C27E,2024-01-23,00:01:58,11.62,87.0,5.0,25.053,121.444
74DA38F20C08,2024-01-23,00:02:01,14.12,63.0,0.0,24.718,121.115
74DA38F21150,2024-01-23,00:02:01,14.0,100.0,15.0,23.109,120.703
74DA38F20DC0,2024-01-23,00:02:04,11.0,100.0,2.0,22.711,120.295
74DA38ED0630,2024-01-23,00:02:10,15.87,89.0,0.0,23.994,121.594
74DA38F20F78,2024-01-23,00:02:11,10.87,100.0,3.0,22.975,120.467
74DA38F7C556,2024-01-23,00:02:13,11.75,80.0,2.0,25.053,121.465
74DA38F7C342,2024-01-23,00:02:15,6.87,100.0,5.0,25.068,121.368
74DA38F7C55E,2024-01-23,00:02:15,8.62,100.0,2.0,25.068,121.668
74DA38F7C634,2024-01-23,00:02:15,16.87,53.0,2.0,24.941,121.336
74DA38F2105E,2024-01-23,00:02:19,14.0,75.0,0.0,22.688,120.29
74DA38F20E26,2024-01-23,00:02:20,9.12,100.0,0.0,22.907,120.227
74DA38F20B88,2024-01-23,00:02:24,10.87,100.0,0.0,22.75,120.316
74DA38F7C4F0,2024-01-23,00:02:27,10.37,74.0,1.0,25.056,121.488
74DA38F7C59C,2024-01-23,00:02:27,11.0,78.0,1.0,25.103,121.487
74DA38F20DD0,2024-01-23,00:02:28,12.5,100.0,4.0,22.6080258,120.3229833
74DA38F7C5BE,2024-01-23,00:02:29,8.75,92.0,3.0,25.092,121.523
74DA38F7C260,2024-01-23,00:02:31,9.37,100.0,0.0,25.065,121.425
74DA38F20A10,2024-01-23,00:02:34,13.5,100.0,3.0,22.631,120.311
74DA38F20DDC,2024-01-23,00:02:34,12.12,100.0,1.0,22.608,120.314
74DA38F7C406,2024-01-23,00:02:34,9.12,95.0,1.0,24.999,121.501
74DA38F20A18,2024-01-23,00:02:38,-4.0,0.0,10.0,22.903,120.181
74DA38F21042,2024-01-23,00:02:38,10.25,100.0,0.0,22.856,120.259
74DA38F7C13A,2024-01-23,00:02:40,5.86,100.0,0.0,25.069,121.359
74DA38F20F2A,2024-01-23,00:02:41,14.25,100.0,31.0,22.993,120.645
74DA38F20FB2,2024-01-23,00:02:41,-4.0,0.0,17.0,22.565,120.424
74DA38F7C3BA,2024-01-23,00:02:45,6.11,100.0,3.0,25.174,121.441
