device_id,date,time,temperature,RH,PM2.5,lat,lon
74DA38F21150,2025-01-25,00:00:01,15.37,100.0,18.0,23.109,120.703
74DA38F7C610,2025-01-25,00:00:01,18.62,98.0,23.0,25.063,121.564
74DA38F21146,2025-01-25,00:00:02,19.62,83.0,62.0,22.683,120.346
74DA38F7C442,2025-01-25,00:00:05,19.37,100.0,0.0,24.953,121.5
74DA38F7C27E,2025-01-25,00:00:10,18.62,100.0,25.0,25.053,121.444
74DA38F20D5C,2025-01-25,00:00:11,18.25,100.0,1.0,22.735,120.327
74DA38F20D2A,2025-01-25,00:00:15,18.25,83.0,0.0,25.048,121.573
74DA38F20D4C,2025-01-25,00:00:17,20.87,100.0,9.0,22.971,121.303
74DA38F20D8E,2025-01-25,00:00:18,19.12,100.0,45.0,22.58,120.326
74DA38F7C4EC,2025-01-25,00:00:18,18.37,100.0,21.0,24.989,121.515
74DA38F7C64C,2025-01-25,00:00:19,19.25,100.0,2.0,24.97,121.392
74DA38F20A0C,2025-01-25,00:00:23,18.25,100.0,36.0,22.634,120.306
74DA38F7C310,2025-01-25,00:00:26,19.0,100.0,11.0,25.09,121.464
74DA38F7C634,2025-01-25,00:00:27,19.12,77.0,8.0,24.941,121.336
74DA38F20FCA,2025-01-25,00:00:28,19.12,100.0,42.0,22.636,120.291
74DA38F7C29C,2025-01-25,00:00:28,19.0,100.0,20.0,25.02,121.416
74DA38F7C5E6,2025-01-25,00:00:34,17.25,100.0,11.0,25.107,121.843
74DA38F20D2E,2025-01-25,00:00:37,18.87,100.0,0.0,25.06,121.545
74DA38F20976,2025-01-25,00:00:46,19.0,94.0,23.0,25.127,121.746
74DA38F7C39A,2025-01-25,00:00:51,18.25,100.0,0.0,25.002,121.414
74DA38F20B82,2025-01-25,00:00:52,17.62,30.0,8.0,22.847,120.465
74DA38ED06C0,2025-01-25,00:00:55,20.5,100.0,16.0,24.162,121.652
74DA38F20C22,2025-01-25,00:00:55,19.12,100.0,1.0,22.729,120.357
74DA38F20F0A,2025-01-25,00:00:55,17.75,100.0,13.0,22.995,120.635
74DA38F21204,2025-01-25,00:00:55,20.37,100.0,4.0,25.062,121.451
74DA38F7C524,2025-01-25,00:00:55,17.75,100.0,23.0,25.002,121.552
74DA38F20BF6,2025-01-25,00:00:57,22.12,100.0,8.0,22.582,120.368
74DA38F7C4DE,2025-01-25,00:01:01,18.75,100.0,27.0,25.09,121.462
74DA38F20862,2025-01-25,00:01:05,18.75,100.0,3.0,23.101,121.176
74DA38F20FDA,2025-01-25,00:01:08,18.62,100.0,21.0,22.692,120.314
74DA38F7C4C4,2025-01-25,00:01:12,21.12,78.0,20.0,25.12,121.919
74DA38F207DE,2025-01-25,00:01:15,17.87,100.0,69.0,22.603,120.34
74DA38F2106A,2025-01-25,00:01:17,16.75,100.0,116.0,23.601,119.506
74DA38F20BE4,2025-01-25,00:01:19,17.0,100.0,33.0,24.791,120.957
74DA38F20AF0,2025-01-25,00:01:21,-4.0,0.0,0.0,25.062,121.451
74DA38F7C566,2025-01-25,00:01:24,18.87,100.0,0.0,25.051,121.448
74DA38F20D28,2025-01-25,00:01:25,18.37,100.0,0.0,25.035,121.572
74DA38F20B1C,2025-01-25,00:01:27,22.87,88.0,30.0,22.888,120.185
74DA38F20AA4,2025-01-25,00:01:29,21.5,100.0,40.0,22.685,120.492
74DA38F20E9E,2025-01-25,00:01:33,14.87,100.0,15.0,24.648,121.151
74DA38F20EC8,2025-01-25,00:01:35,-4.0,0.0,57.0,22.583,120.334
74DA38ED0640,2025-01-25,00:01:41,18.62,100.0,8.0,23.154,121.266
74DA38F7C5A0,2025-01-25,00:01:41,18.75,94.0,11.0,25.107,121.518
74DA38F7C30E,2025-01-25,00:01:43,18.0,100.0,21.0,24.949,121.382
74DA38F7C53A,2025-01-25,00:01:43,17.75,100.0,0.0,25.067,121.641
74DA38F2114E,2025-01-25,00:01:52,18.87,80.0,26.0,25.117,121.537
74DA38F20FB0,2025-01-25,00:01:55,18.75,100.0,50.0,22.751,120.311
74DA38F20934,2025-01-25,00:01:56,20.75,80.0,7.0,23.002,121.29
74DA38F7C260,2025-01-25,00:01:56,-4.0,0.0,0.0,25.065,121.425
74DA38ED0756,2025-01-25,00:02:00,18.75,100.0,0.0,23.75,121.451
74DA38F208E2,2025-01-25,00:02:00,18.12,100.0,19.0,24.688,121.766
74DA38F20D70,2025-01-25,00:02:01,18.75,100.0,0.0,23.05,121.164
